video-id,t-start,t-end,label,score
sbj_0,2340.70654296875,2374.820068359375,17,0.9127477407455444
sbj_0,2287.6796875,2325.246337890625,17,0.9012274742126465
sbj_0,1918.0538330078125,2020.79541015625,9,0.8812065720558167
sbj_0,2417.420166015625,2523.118896484375,16,0.8723474144935608
sbj_0,2235.093505859375,2273.132080078125,17,0.8140527606010437
sbj_0,2528.249267578125,2582.990966796875,16,0.801314651966095
sbj_0,1170.3358154296875,1251.0924072265625,7,0.6951311230659485
sbj_0,520.3651123046875,640.4161987304688,6,0.5917232036590576
sbj_0,879.9346923828125,942.8091430664062,11,0.5755879878997803
sbj_0,277.6800537109375,361.31634521484375,5,0.4765796363353729
sbj_0,1543.931640625,1661.5054931640625,15,0.4474602937698364
sbj_0,1713.6068115234375,1750.835205078125,14,0.39140594005584717
sbj_0,1776.1549072265625,1840.9012451171875,14,0.3647775650024414
sbj_0,956.5092163085938,990.646484375,11,0.3517562747001648
sbj_0,1162.995361328125,1236.456298828125,5,0.34510529041290283
sbj_0,1991.3262939453125,2033.2506103515625,9,0.3182266354560852
sbj_0,2632.8916015625,2725.97216796875,12,0.30115649104118347
sbj_0,2246.368408203125,2297.728271484375,17,0.2952585518360138
sbj_0,655.0225830078125,756.742431640625,4,0.26626187562942505
sbj_0,2627.2890625,2717.50537109375,13,0.2620856761932373
sbj_0,2475.5234375,2566.684326171875,16,0.26132652163505554
sbj_0,1543.931640625,1661.5054931640625,16,0.2531217932701111
sbj_0,2317.478759765625,2370.254150390625,17,0.24246907234191895
sbj_0,1858.802978515625,1896.65283203125,14,0.23370636999607086
sbj_0,715.0900268554688,820.2469482421875,2,0.2330075204372406
sbj_0,11.494851112365723,88.17951965332031,0,0.22815649211406708
sbj_0,1030.785888671875,1135.230712890625,3,0.22135066986083984
sbj_0,959.6796875,992.5269165039062,9,0.22135066986083984
sbj_0,277.6800537109375,361.31634521484375,12,0.21502088010311127
sbj_0,1203.512451171875,1276.31103515625,7,0.19356565177440643
sbj_0,1327.22607421875,1408.7877197265625,8,0.19253936409950256
sbj_0,1343.0223388671875,1406.8878173828125,9,0.18892180919647217
sbj_0,1922.897705078125,1990.2945556640625,9,0.18513205647468567
sbj_0,655.0225830078125,756.742431640625,2,0.18399696052074432
sbj_0,2134.714599609375,2198.7529296875,4,0.1792430430650711
sbj_0,2278.6796875,2342.28173828125,17,0.1762341558933258
