video-id,t-start,t-end,label,score
sbj_12,1991.42138671875,2094.474853515625,8,0.9257686138153076
sbj_12,2370.415283203125,2464.64599609375,9,0.8509646654129028
sbj_12,998.380859375,1043.7789306640625,10,0.8305941224098206
sbj_12,739.3903198242188,831.8721923828125,12,0.7704647779464722
sbj_12,279.0145263671875,382.5477600097656,5,0.766992449760437
sbj_12,1633.6722412109375,1716.51123046875,3,0.7641884088516235
sbj_12,2651.759521484375,2747.7548828125,7,0.7599387168884277
sbj_12,1101.8924560546875,1128.8074951171875,10,0.7130321860313416
sbj_12,1220.1400146484375,1328.6417236328125,13,0.7130321860313416
sbj_12,21.2587890625,120.41172790527344,0,0.6800292134284973
sbj_12,2924.653564453125,2963.709716796875,17,0.6592954993247986
sbj_12,869.6766357421875,923.744384765625,10,0.5983121991157532
sbj_12,563.2466430664062,650.6361694335938,6,0.581303060054779
sbj_12,1800.4151611328125,1862.557861328125,4,0.562176525592804
sbj_12,3052.45263671875,3089.932373046875,17,0.5535053014755249
sbj_12,2165.41064453125,2216.270263671875,14,0.5234203934669495
sbj_12,1527.7423095703125,1600.8863525390625,11,0.45035937428474426
sbj_12,2515.24658203125,2596.692626953125,15,0.41869693994522095
sbj_12,2956.828369140625,3003.0400390625,12,0.3411433696746826
sbj_12,426.2840576171875,492.51116943359375,2,0.3363310694694519
sbj_12,1371.4698486328125,1389.783935546875,11,0.3345894515514374
sbj_12,1370.80615234375,1391.341064453125,10,0.2624635696411133
sbj_12,70.99773406982422,133.64120483398438,6,0.25945019721984863
sbj_12,2912.717529296875,2922.1328125,17,0.2564593553543091
sbj_12,1520.62841796875,1562.8184814453125,11,0.245110422372818
sbj_12,1021.6788940429688,1095.5096435546875,10,0.24241332709789276
sbj_12,2625.316162109375,2722.132080078125,7,0.2359970360994339
sbj_12,2297.795654296875,2330.969482421875,14,0.23440666496753693
sbj_12,2916.2451171875,2943.591064453125,17,0.2287411093711853
sbj_12,1627.76416015625,1688.9364013671875,3,0.21468819677829742
sbj_12,736.0537109375,825.981689453125,5,0.2130495309829712
sbj_12,2804.6396484375,2892.245849609375,6,0.20721471309661865
sbj_12,1988.17431640625,2060.12890625,8,0.20455695688724518
sbj_12,519.0431518554688,597.3779907226562,6,0.20440922677516937
sbj_12,1908.7376708984375,1960.239013671875,4,0.20370754599571228
sbj_12,2580.918212890625,2651.544677734375,7,0.19968348741531372
sbj_12,1213.524169921875,1318.21826171875,12,0.19682618975639343
sbj_12,2165.41064453125,2216.270263671875,11,0.16940586268901825
sbj_12,897.1712036132812,931.0187377929688,10,0.16323593258857727
sbj_12,2579.6669921875,2624.720947265625,15,0.16206951439380646
sbj_12,1199.2945556640625,1224.30615234375,12,0.1582980751991272
sbj_12,2121.48388671875,2139.47314453125,12,0.15662017464637756
sbj_12,1143.513916015625,1166.7708740234375,12,0.1555909961462021
sbj_12,2922.816162109375,2974.082763671875,12,0.15188686549663544
sbj_12,1177.46044921875,1196.702880859375,17,0.14804719388484955
sbj_12,22.142087936401367,112.6195297241211,4,0.14438998699188232
sbj_12,22.142087936401367,112.6195297241211,1,0.14128141105175018
sbj_12,397.2664489746094,451.52197265625,2,0.13780546188354492
sbj_12,2368.4091796875,2413.3876953125,9,0.13528160750865936
sbj_12,321.10626220703125,428.58642578125,5,0.13422170281410217
sbj_12,2510.54052734375,2566.84619140625,15,0.13276945054531097
sbj_12,3150.1025390625,3209.615966796875,16,0.13273923099040985
sbj_12,2070.27294921875,2110.08935546875,8,0.13254019618034363
sbj_12,1519.97607421875,1553.768798828125,10,0.1318424493074417
sbj_12,2300.22607421875,2330.76025390625,10,0.13095079362392426
sbj_12,999.8193969726562,1029.366455078125,10,0.12946416437625885
sbj_12,1363.56494140625,1422.13427734375,11,0.124076709151268
sbj_12,3197.74072265625,3270.0,6,0.12400069087743759
sbj_12,580.7281494140625,661.787109375,6,0.12157022953033447
sbj_12,169.68992614746094,238.22711181640625,1,0.1212688684463501
sbj_12,2974.36181640625,3015.988525390625,12,0.11894518882036209
sbj_12,3042.359619140625,3073.841552734375,17,0.11855679005384445
sbj_12,2515.24658203125,2596.692626953125,7,0.11848831921815872
sbj_12,1215.2789306640625,1244.31689453125,13,0.11807119101285934
sbj_12,388.5047607421875,476.25030517578125,1,0.11797800660133362
sbj_12,2373.25439453125,2467.856689453125,8,0.11757213622331619
sbj_12,836.0404052734375,907.2862548828125,11,0.1173696517944336
sbj_12,1.0,59.66213607788086,0,0.11488679051399231
sbj_12,2701.27197265625,2771.310302734375,7,0.11485929787158966
sbj_12,279.0145263671875,382.5477600097656,12,0.11027936637401581
sbj_12,3091.428466796875,3108.561279296875,17,0.10951516032218933
sbj_12,2420.47119140625,2470.322509765625,9,0.10941728949546814
sbj_12,21.2587890625,120.41172790527344,3,0.10932482779026031
sbj_12,3146.324462890625,3210.53271484375,15,0.10687687993049622
sbj_12,279.0145263671875,382.5477600097656,7,0.1063188686966896
sbj_12,1798.6407470703125,1877.006591796875,1,0.10576342046260834
sbj_12,733.4138793945312,825.1803588867188,12,0.10466686636209488
sbj_12,1544.721435546875,1621.0286865234375,10,0.1036650612950325
sbj_12,1692.53955078125,1725.533203125,3,0.10175971686840057
sbj_12,2019.05126953125,2044.1177978515625,8,0.10138869285583496
sbj_12,388.5047607421875,476.25030517578125,14,0.09999629855155945
sbj_12,2582.458740234375,2627.278076171875,16,0.09807931631803513
sbj_12,1544.721435546875,1621.0286865234375,11,0.09791579097509384
sbj_12,517.3206176757812,540.4757690429688,7,0.09619516879320145
sbj_12,1292.224609375,1347.199951171875,13,0.0957445427775383
sbj_12,2826.433837890625,2881.769287109375,17,0.0948452427983284
sbj_12,1206.55419921875,1248.6268310546875,12,0.09372715651988983
sbj_12,3223.968017578125,3270.0,16,0.0928521603345871
sbj_12,388.5047607421875,476.25030517578125,6,0.09252364933490753
sbj_12,1379.3226318359375,1416.943115234375,10,0.09226638823747635
sbj_12,2195.521240234375,2221.56689453125,14,0.09058661013841629
sbj_12,169.68992614746094,238.22711181640625,2,0.0897732824087143
sbj_12,3066.44970703125,3100.619384765625,17,0.0894898921251297
sbj_12,1988.17431640625,2060.12890625,13,0.08882029354572296
sbj_12,2169.0322265625,2220.00927734375,10,0.08866234868764877
sbj_12,1915.4500732421875,1982.28466796875,6,0.08834722638130188
sbj_12,443.7237854003906,498.7617492675781,2,0.08795028179883957
sbj_12,1809.294921875,1871.04638671875,4,0.08671898394823074
sbj_12,2157.49267578125,2182.7294921875,14,0.08617451041936874
sbj_12,176.8253936767578,243.27159118652344,14,0.08616956323385239
sbj_12,220.57083129882812,254.80221557617188,4,0.08586245775222778
sbj_12,57.75198745727539,125.81004333496094,0,0.08568339049816132
sbj_12,410.1189270019531,483.0519104003906,3,0.08555634319782257
sbj_12,2922.8837890625,2935.233642578125,17,0.08531840890645981
sbj_12,580.7281494140625,661.787109375,15,0.08509904146194458
sbj_12,1152.364990234375,1188.3580322265625,17,0.08285720646381378
sbj_12,1085.485595703125,1127.675537109375,10,0.08140786737203598
sbj_12,1000.938232421875,1051.5162353515625,11,0.07906799018383026
sbj_12,3146.324462890625,3210.53271484375,6,0.07855338603258133
sbj_12,3011.839111328125,3081.08837890625,8,0.07807816565036774
sbj_12,22.142087936401367,112.6195297241211,2,0.07807816565036774
sbj_12,2999.96142578125,3038.458251953125,17,0.07779745012521744
sbj_12,2544.5224609375,2618.77099609375,15,0.07748425751924515
sbj_12,206.54127502441406,285.3404541015625,3,0.07709969580173492
sbj_12,2281.37890625,2319.844482421875,14,0.07487369328737259
sbj_12,3143.83251953125,3210.10986328125,5,0.07463503628969193
sbj_12,1081.035400390625,1132.4151611328125,11,0.07450025528669357
sbj_12,2034.3968505859375,2103.597412109375,8,0.07362726330757141
sbj_12,519.0431518554688,597.3779907226562,7,0.07293903827667236
sbj_12,1776.453857421875,1852.1883544921875,0,0.07276838272809982
sbj_12,443.7237854003906,498.7617492675781,4,0.07263670116662979
sbj_12,2979.53466796875,3010.6875,7,0.07224299758672714
sbj_12,2108.24755859375,2133.1494140625,12,0.0710398256778717
sbj_12,1776.453857421875,1852.1883544921875,7,0.07004895806312561
sbj_12,1396.5777587890625,1464.9754638671875,15,0.06916356086730957
sbj_12,143.81927490234375,213.19227600097656,1,0.06808126717805862
sbj_12,3197.74072265625,3270.0,15,0.06773089617490768
sbj_12,321.10626220703125,428.58642578125,6,0.06739946454763412
