video-id,t-start,t-end,label,score
sbj_0,1162.1793212890625,1232.317626953125,7,0.8966140151023865
sbj_0,2338.398193359375,2375.020751953125,17,0.8770562410354614
sbj_0,2416.3583984375,2509.2421875,16,0.8766343593597412
sbj_0,2284.75537109375,2322.43115234375,17,0.8543993234634399
sbj_0,2530.68896484375,2581.511474609375,16,0.8344069123268127
sbj_0,2232.936279296875,2274.05419921875,17,0.7892336845397949
sbj_0,1925.23583984375,2023.8204345703125,9,0.7853085398674011
sbj_0,1445.5362548828125,1502.5089111328125,13,0.6397360563278198
sbj_0,1779.302490234375,1839.8614501953125,14,0.622459352016449
sbj_0,2643.208740234375,2734.171630859375,12,0.5282900333404541
sbj_0,879.118408203125,948.3916015625,11,0.4824290871620178
sbj_0,546.2926025390625,668.3613891601562,6,0.47268348932266235
sbj_0,2089.945068359375,2203.431884765625,4,0.4464947283267975
sbj_0,1.3984146118164062,92.36140441894531,4,0.4368622601032257
sbj_0,989.955078125,1120.884765625,3,0.3970029056072235
sbj_0,1860.2999267578125,1895.2093505859375,14,0.3951341509819031
sbj_0,279.32928466796875,358.89093017578125,5,0.378459095954895
sbj_0,433.4117431640625,515.1111450195312,4,0.37387579679489136
sbj_0,669.7691650390625,790.9085693359375,4,0.3656831681728363
sbj_0,957.3998413085938,995.8300170898438,11,0.33111974596977234
sbj_0,141.47702026367188,234.05108642578125,4,0.31742626428604126
sbj_0,1162.1793212890625,1232.317626953125,5,0.31447142362594604
sbj_0,1545.015625,1662.096435546875,15,0.3069423735141754
sbj_0,1092.4613037109375,1181.8287353515625,7,0.2905833423137665
sbj_0,1251.7901611328125,1301.369873046875,13,0.2632204294204712
sbj_0,8.17911148071289,98.95621490478516,0,0.2557152211666107
sbj_0,1713.8165283203125,1751.0050048828125,14,0.24944725632667542
sbj_0,484.6709899902344,534.439453125,4,0.24296563863754272
sbj_0,961.1771850585938,1089.6282958984375,1,0.23970511555671692
sbj_0,1331.600341796875,1398.505859375,8,0.23934932053089142
sbj_0,407.2053527832031,493.4281005859375,0,0.23792988061904907
sbj_0,1545.015625,1662.096435546875,16,0.23405630886554718
sbj_0,1251.7901611328125,1301.369873046875,12,0.22712628543376923
sbj_0,1174.27587890625,1247.25390625,7,0.21812957525253296
sbj_0,669.7691650390625,790.9085693359375,2,0.21700547635555267
sbj_0,141.47702026367188,234.05108642578125,0,0.2133771777153015
sbj_0,2089.945068359375,2203.431884765625,2,0.2075357437133789
sbj_0,2489.90087890625,2569.493408203125,16,0.19947251677513123
sbj_0,1545.015625,1662.096435546875,7,0.19528697431087494
sbj_0,1053.89306640625,1148.4654541015625,4,0.18922126293182373
sbj_0,515.9036254882812,635.6798095703125,6,0.1882370114326477
sbj_0,2405.447021484375,2453.213623046875,16,0.18441957235336304
sbj_0,1951.1685791015625,2032.06591796875,9,0.17659664154052734
sbj_0,650.3169555664062,765.8485717773438,1,0.17356818914413452
